현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
+30879,5162,20231030133000,+30926,+30935,-30852,,,,
+30923,5073,20231030130000,+30984,+30997,+30900,,,,
+30967,4688,20231030123000,+30979,+31012,+30957,,,,
+30978,4425,20231030120000,+30920,+30997,+30894,,,,
+30936,4705,20231030113000,+30939,+30959,+30902,,,,
+30939,5969,20231030110000,+30902,+30958,-30837,,,,
+30901,7393,20231030103000,-30823,+30929,-30822,,,,
-30837,7158,20231030100000,+30868,+30871,-30772,,,,
+30866,10226,20231030093000,-30801,+30866,-30689,,,,
-30800,17057,20231030090000,-30701,+30871,-30695,,,,
+30853,5991,20231027153000,+30850,+30857,+30843,,,,
+30850,5383,20231027150000,+30837,+30862,+30814,,,,
+30840,6439,20231027143000,+30817,+30846,+30786,,,,
+30797,5210,20231027140000,+30867,+30882,+30782,,,,
+30865,5249,20231027133000,-30772,+30887,-30752,,,,
-30771,5607,20231027130000,+30796,+30824,-30732,,,,
+30811,5346,20231027123000,+30915,+30915,+30790,,,,
+30915,4471,20231027120000,+30990,+31010,+30885,,,,
+30973,4049,20231027113000,+30977,+31043,+30964,,,,
+30990,4888,20231027110000,+30941,+31017,+30908,,,,
+30940,6760,20231027103000,+30918,+30976,+30857,,,,
+30913,7051,20231027100000,-30765,+30957,-30749,,,,
-30763,9475,20231027093000,+30811,+30908,-30724,,,,
+30811,17015,20231027090000,+30968,+30987,+30809,,,,
-30775,10489,20231026153000,+30814,+30814,+30775,,,,
-30814,6074,20231026150000,+30879,+30888,+30811,,,,
-30866,7934,20231026143000,+30807,+30936,+30793,,,,
-30825,6868,20231026140000,+30857,+30908,+30794,,,,
-30859,6850,20231026133000,+30861,+30904,+30833,,,,
-30862,5731,20231026130000,+30902,+30938,+30849,,,,
-30919,4670,20231026123000,+30925,+30971,+30895,,,,
-30922,4889,20231026120000,+30942,+30953,+30876,,,,
-30936,5329,20231026113000,+30945,+31004,+30915,,,,
-30931,7295,20231026110000,+31068,+31079,+30928,,,,
-31065,6595,20231026103000,+31037,+31170,+31025,,,,
-31040,6734,20231026100000,+31072,+31106,+31030,,,,
-31069,10268,20231026093000,+31150,+31168,+31022,,,,
-31149,21048,20231026090000,+31136,+31237,+31069,,,,
-31649,5858,20231025153000,+31669,+31671,+31641,,,,
-31669,5253,20231025150000,+31707,+31730,+31651,,,,
-31708,8190,20231025143000,+31727,+31734,+31661,,,,
-31713,6863,20231025140000,+31735,+31802,+31708,,,,
-31753,5828,20231025133000,+31714,+31755,+31692,,,,
-31728,5419,20231025130000,+31729,+31735,+31630,,,,
-31716,3810,20231025123000,+31751,+31768,+31707,,,,
-31751,3844,20231025120000,+31786,+31835,+31740,,,,
-31788,4146,20231025113000,+31829,+31850,+31782,,,,
-31830,4709,20231025110000,+31833,+31848,-31782,,,,
-31834,6272,20231025103000,-31727,+31837,-31690,,,,
-31743,6647,20231025100000,+31788,+31826,+31719,,,,
-31806,8212,20231025093000,+31870,+31890,-31758,,,,
+31869,16167,20231025090000,+31926,+31959,-31825,,,,
+31843,4419,20231024153000,+31853,+31853,+31842,,,,
+31853,5084,20231024150000,+31781,+31863,+31768,,,,
+31792,6338,20231024143000,+31772,+31843,+31755,,,,
+31773,7072,20231024140000,+31686,+31810,+31670,,,,
+31672,5295,20231024133000,-31524,+31694,-31520,,,,
-31524,4701,20231024130000,31498,+31562,-31433,,,,
-31480,3167,20231024123000,+31438,+31528,+31435,,,,
-31451,3436,20231024120000,+31532,+31551,+31437,,,,
-31532,4345,20231024113000,+31574,+31627,+31517,,,,
+31557,6218,20231024110000,-31269,+31584,-31261,,,,
-31285,8116,20231024103000,+31286,+31304,+31177,,,,
-31284,9424,20231024100000,+31530,+31545,+31272,,,,
-31528,9396,20231024093000,+31628,+31653,-31495,,,,
+31621,16245,20231024090000,+31734,+31774,+31551,,,,
-31550,9133,20231023153000,+31544,+31550,+31541,,,,
-31544,5755,20231023150000,+31531,+31584,+31509,,,,
-31542,6370,20231023143000,+31567,+31572,+31513,,,,
-31565,5832,20231023140000,+31537,+31589,+31520,,,,
-31544,5214,20231023133000,+31610,+31627,+31533,,,,
-31610,4369,20231023130000,+31587,+31676,+31583,,,,
-31601,3352,20231023123000,+31615,+31637,+31581,,,,
-31615,3545,20231023120000,+31602,+31633,+31572,,,,
-31604,4105,20231023113000,+31643,+31675,+31586,,,,
-31642,5415,20231023110000,+31732,+31739,+31624,,,,
-31719,4909,20231023103000,+31763,+31784,+31700,,,,
-31763,6023,20231023100000,+31767,+31796,-31700,,,,
-31765,7547,20231023093000,-31645,+31795,-31626,,,,
-31644,17593,20231023090000,+31743,+31830,+31600,,,,
-31796,13092,20231020153000,+31790,+31800,+31780,,,,
-31790,6869,20231020150000,+31799,+31843,+31773,,,,
-31794,8534,20231020143000,+31949,+31953,+31771,,,,
-31947,6363,20231020140000,+31966,+31971,+31901,,,,
-31953,7059,20231020133000,+31914,+31993,+31914,,,,
-31931,4983,20231020130000,+31885,+31939,+31869,,,,
-31882,4437,20231020123000,+31856,+31924,+31821,,,,
-31856,4158,20231020120000,+31839,+31889,+31831,,,,
-31842,5301,20231020113000,+31713,+31861,+31694,,,,
-31713,5438,20231020110000,+31716,+31766,+31691,,,,
-31715,6257,20231020103000,+31740,+31762,+31691,,,,
-31727,9107,20231020100000,+31692,+31767,+31628,,,,
-31689,10869,20231020093000,+31796,+31799,+31647,,,,
-31776,20247,20231020090000,+31945,+32018,+31744,,,,
-32276,13221,20231019153000,+32287,+32287,+32275,,,,
-32287,6876,20231019150000,+32295,+32306,+32255,,,,
-32296,7508,20231019143000,+32304,+32318,+32265,,,,
-32288,6047,20231019140000,+32322,+32337,+32285,,,,
-32318,6248,20231019133000,+32307,+32336,+32263,,,,
-32306,5310,20231019130000,+32323,+32342,+32297,,,,
-32321,4570,20231019123000,+32273,+32333,+32258,,,,
-32259,5952,20231019120000,+32307,+32346,+32240,,,,
-32320,5724,20231019113000,+32355,+32360,+32299,,,,
-32335,6057,20231019110000,+32368,+32418,+32335,,,,
-32370,7654,20231019103000,+32481,+32508,+32351,,,,
-32467,7697,20231019100000,+32462,+32493,+32383,,,,
-32461,9755,20231019093000,+32371,+32483,+32345,,,,
-32369,23095,20231019090000,+32475,+32484,+32328,,,,
+32882,20327,20231018153000,+32879,+32882,+32868,,,,
+32879,8429,20231018150000,+32869,+32906,+32843,,,,
+32881,11737,20231018143000,+32804,+32885,+32804,,,,
+32822,8017,20231018140000,+32856,+32857,+32803,,,,
+32858,8080,20231018133000,+32846,+32892,+32833,,,,
+32833,7467,20231018130000,+32877,+32889,+32827,,,,
+32866,6128,20231018123000,+32870,+32882,+32836,,,,
+32857,6300,20231018120000,+32865,+32901,+32842,,,,
+32850,4837,20231018113000,+32842,+32876,+32793,,,,
+32856,5704,20231018110000,+32766,+32866,+32766,,,,
+32782,6787,20231018103000,+32817,+32842,+32760,,,,
+32822,7358,20231018100000,+32739,+32822,-32700,,,,
+32741,12256,20231018093000,+32737,+32829,-32715,,,,
-32719,20703,20231018090000,-32632,+32770,-32612,,,,
+32735,6633,20231017153000,+32763,+32763,+32735,,,,
+32763,6704,20231017150000,+32764,+32826,+32749,,,,
+32763,6613,20231017143000,+32727,+32811,+32714,,,,
+32720,5160,20231017140000,+32739,+32784,+32698,,,,
+32740,4970,20231017133000,+32779,+32797,+32715,,,,
+32784,5055,20231017130000,+32749,+32809,+32725,,,,
+32746,5155,20231017123000,+32798,+32809,+32691,,,,
+32788,6924,20231017120000,+32639,+32801,+32626,,,,
+32634,4025,20231017113000,+32615,+32663,+32597,,,,
+32615,3748,20231017110000,+32621,+32672,+32581,,,,
+32633,5436,20231017103000,+32533,+32646,+32501,,,,
+32530,6160,20231017100000,+32587,+32598,+32515,,,,
+32585,7712,20231017093000,+32588,+32615,+32506,,,,
+32604,14166,20231017090000,+32570,+32631,+32527,,,,
-32329,9563,20231016153000,+32354,+32358,+32329,,,,
-32354,5851,20231016150000,+32283,+32373,+32272,,,,
-32285,7985,20231016143000,+32274,+32297,+32209,,,,
-32273,6559,20231016140000,+32211,+32279,+32191,,,,
-32195,4386,20231016133000,+32181,+32217,+32146,,,,
-32167,4149,20231016130000,+32175,+32199,+32132,,,,
-32182,3385,20231016123000,+32156,+32184,+32134,,,,
-32154,5137,20231016120000,+32238,+32248,+32132,,,,
-32236,3729,20231016113000,+32276,+32299,+32223,,,,
-32277,5151,20231016110000,+32292,+32315,+32219,,,,
-32292,5128,20231016103000,+32394,+32424,+32292,,,,
-32395,6787,20231016100000,+32381,+32476,+32364,,,,
-32401,7490,20231016093000,+32500,+32522,+32350,,,,
-32498,17797,20231016090000,-32410,+32600,-32393,,,,
-32577,5253,20231013153000,+32593,+32595,+32577,,,,
-32593,4872,20231013150000,+32602,+32613,+32570,,,,
-32607,5790,20231013143000,+32606,+32617,+32572,,,,
-32591,5535,20231013140000,+32572,+32612,+32547,,,,
-32574,4880,20231013133000,+32609,+32631,+32550,,,,
-32611,4585,20231013130000,+32617,+32646,+32585,,,,
-32634,5165,20231013123000,+32610,+32642,+32560,,,,
-32624,4083,20231013120000,+32656,+32675,+32606,,,,
-32657,4654,20231013113000,+32660,+32677,+32638,,,,
-32674,5190,20231013110000,+32639,+32701,+32629,,,,
-32655,6780,20231013103000,+32658,+32674,+32591,,,,
-32658,6517,20231013100000,+32656,+32699,+32606,,,,
-32657,9817,20231013093000,+32640,+32685,+32573,,,,
-32642,18654,20231013090000,+32611,+32733,+32543,,,,
+32885,19027,20231012153000,+32848,+32885,+32844,,,,
+32848,5904,20231012150000,+32749,+32874,+32720,,,,
+32742,7277,20231012143000,+32734,+32784,+32698,,,,
+32723,5047,20231012140000,+32738,+32760,+32698,,,,
+32755,5026,20231012133000,+32747,+32781,+32724,,,,
+32764,5224,20231012130000,+32771,+32803,+32741,,,,
+32768,4087,20231012123000,+32747,+32803,+32736,,,,
+32746,3730,20231012120000,+32735,+32761,+32708,,,,
+32735,4995,20231012113000,+32809,+32820,+32701,,,,
+32792,5414,20231012110000,+32800,+32819,+32741,,,,
+32801,6236,20231012103000,+32790,+32839,+32773,,,,
+32772,8522,20231012100000,+32855,+32858,+32741,,,,
+32842,9902,20231012093000,+32781,+32860,+32753,,,,
+32764,18429,20231012090000,+32689,+32834,+32689,,,,
+32474,15101,20231011153000,+32479,+32479,+32458,,,,
+32479,6913,20231011150000,+32573,+32579,+32421,,,,
+32554,6858,20231011143000,+32613,+32644,+32551,,,,
+32618,7116,20231011140000,+32568,+32643,+32541,,,,
+32556,7806,20231011133000,+32630,+32636,+32537,,,,
+32630,8462,20231011130000,+32717,+32726,+32587,,,,
+32703,5075,20231011123000,+32661,+32726,+32657,,,,
+32661,4627,20231011120000,+32635,+32679,+32614,,,,
+32634,5139,20231011113000,+32596,+32670,+32594,,,,
+32600,6123,20231011110000,+32593,+32616,+32554,,,,
+32591,7099,20231011103000,+32551,+32614,+32539,,,,
+32552,8109,20231011100000,+32530,+32589,+32474,,,,
+32531,9286,20231011093000,+32511,+32595,+32506,,,,
+32514,21398,20231011090000,+32396,+32550,+32395,,,,
+31911,9500,20231010153000,+31936,+31936,+31906,,,,
+31936,8354,20231010150000,+31989,+32007,+31911,,,,
+31971,9064,20231010143000,+31935,+32064,+31930,,,,
+31935,8663,20231010140000,+32062,+32067,+31923,,,,
+32061,5838,20231010133000,+32077,+32090,+32029,,,,
+32059,7936,20231010130000,+32114,+32116,+31997,,,,
+32101,5639,20231010123000,+32192,+32201,+32092,,,,
+32195,4431,20231010120000,+32244,+32265,+32174,,,,
+32244,3806,20231010113000,+32266,+32308,+32238,,,,
+32278,5909,20231010110000,+32296,+32359,+32258,,,,
+32292,6364,20231010103000,+32355,+32386,+32257,,,,
+32341,9006,20231010100000,+32352,+32373,+32283,,,,
+32355,13277,20231010093000,+32455,+32483,+32339,,,,
+32458,31030,20231010090000,+32297,+32485,+32260,,,,
+31894,5870,20231006153000,+31915,+31915,+31893,,,,
+31915,5699,20231006150000,+31871,+31939,-31853,,,,
+31870,7776,20231006143000,+31921,+31942,-31844,,,,
+31940,6086,20231006140000,+31933,+31964,+31902,,,,
+31932,4553,20231006133000,+31923,+31944,+31888,,,,
+31924,5387,20231006130000,+31930,+31960,+31896,,,,
+31941,3698,20231006123000,+31925,+31942,+31896,,,,
+31926,3689,20231006120000,+31949,+31980,+31899,,,,
+31967,4599,20231006113000,+31908,+31971,+31886,,,,
+31909,6166,20231006110000,+31947,+31954,-31847,,,,
+31946,6435,20231006103000,+31946,+32000,+31920,,,,
+31960,6155,20231006100000,+32002,+32027,+31917,,,,
+32003,7241,20231006093000,+32006,+32034,+31888,,,,
+32007,14185,20231006090000,+31927,+32067,+31891,,,,
-31858,9327,20231005153000,+31879,+31879,+31853,,,,
-31879,7772,20231005150000,+31877,+31903,+31846,,,,
-31876,8678,20231005143000,+31973,+31992,+31875,,,,
+31971,7348,20231005140000,+32028,+32048,+31964,,,,
+32043,5891,20231005133000,+32092,+32113,+32023,,,,
+32106,4616,20231005130000,+32107,+32117,+32079,,,,
+32108,4312,20231005123000,+32118,+32136,+32087,,,,
+32102,3647,20231005120000,+32106,+32139,+32079,,,,
+32089,3772,20231005113000,+32095,+32121,+32068,,,,
+32094,4562,20231005110000,+32126,+32135,+32044,,,,
+32112,6783,20231005103000,+32032,+32133,+32005,,,,
+32030,8578,20231005100000,+31958,+32084,-31941,,,,
-31944,9874,20231005093000,-31894,+31992,-31878,,,,
-31891,19363,20231005090000,+32146,+32171,+31878,,,,
-31945,13782,20231004153000,+31918,+31947,+31918,,,,
-31918,8579,20231004150000,+31918,+31939,+31888,,,,
-31901,10333,20231004143000,+31961,+31988,+31888,,,,
-31959,7314,20231004140000,+32029,+32032,+31935,,,,
-32033,7598,20231004133000,+31952,+32037,+31937,,,,
-31952,5968,20231004130000,+31942,+31975,+31925,,,,
-31941,6865,20231004123000,+32027,+32031,+31923,,,,
-32028,6240,20231004120000,+32005,+32075,+31974,,,,
-32004,6003,20231004113000,+31977,+32014,+31944,,,,
-31979,6962,20231004110000,+31997,+32016,+31944,,,,
-31998,8789,20231004103000,+31964,+32007,+31922,,,,
-31950,10662,20231004100000,+31983,+32023,+31922,,,,
-31998,14957,20231004093000,+32081,+32098,+31957,,,,
-32083,35103,20231004090000,+32261,+32261,+32064,,,,
-32671,14046,20230927153000,+32743,+32743,+32671,,,,
+32743,5657,20230927150000,-32659,+32750,-32641,,,,
-32643,5975,20230927143000,+32614,+32669,+32605,,,,
-32612,4239,20230927140000,+32580,+32635,+32572,,,,
-32598,4923,20230927133000,+32584,+32639,+32558,,,,
-32582,3599,20230927130000,+32560,+32610,+32549,,,,
-32581,3410,20230927123000,+32550,+32587,+32510,,,,
-32550,3523,20230927120000,+32565,+32594,+32515,,,,
-32565,2956,20230927113000,+32580,+32613,+32551,,,,
-32585,3946,20230927110000,+32646,+32650,+32550,,,,
-32642,4659,20230927103000,+32671,+32704,-32584,,,,
-32685,5629,20230927100000,-32519,+32694,-32519,,,,
-32521,5960,20230927093000,+32546,+32619,+32521,,,,
-32544,13081,20230927090000,+32505,+32702,+32473,,,,
-32690,7876,20230926153000,+32687,+32694,+32686,,,,
-32687,5181,20230926150000,+32697,+32746,+32668,,,,
-32712,5607,20230926143000,+32712,+32766,+32684,,,,
-32714,4831,20230926140000,+32700,+32737,+32682,,,,
-32685,5002,20230926133000,+32710,+32739,+32674,,,,
-32712,4270,20230926130000,+32753,+32764,+32691,,,,
-32751,4610,20230926123000,+32713,+32755,+32683,,,,
-32699,3339,20230926120000,+32700,+32747,+32681,,,,
-32684,4110,20230926113000,+32716,+32719,+32663,,,,
-32716,4613,20230926110000,+32713,+32739,+32678,,,,
-32714,6359,20230926103000,+32802,+32822,+32687,,,,
-32801,5788,20230926100000,+32746,+32815,+32742,,,,
-32762,10123,20230926093000,+32814,+32861,+32729,,,,
-32820,18316,20230926090000,+33151,+33156,+32793,,,,
-33158,7627,20230925153000,+33151,+33158,+33150,,,,
-33151,6616,20230925150000,+33140,+33172,-33084,,,,
-33127,6288,20230925143000,+33212,+33220,+33116,,,,
33202,5983,20230925140000,-33193,+33248,-33153,,,,
-33193,4263,20230925133000,+33198,+33235,-33175,,,,
-33197,3843,20230925130000,-33168,+33218,-33146,,,,
-33170,3856,20230925123000,+33151,+33221,-33137,,,,
-33139,3179,20230925120000,+33090,+33154,+33090,,,,
-33108,3479,20230925113000,+33033,+33120,+33032,,,,
-33045,5794,20230925110000,+33128,+33139,+33010,,,,
-33116,5565,20230925103000,+33158,+33207,+33107,,,,
-33173,5025,20230925100000,+33213,+33253,+33155,,,,
+33210,9127,20230925093000,+33226,+33257,-33119,,,,
+33242,13755,20230925090000,-33140,+33265,-33078,,,,
-33202,5464,20230922153000,+33201,+33215,+33199,,,,
-33201,5325,20230922150000,+33202,+33216,+33171,,,,
-33201,5690,20230922143000,+33195,+33257,+33171,,,,
-33199,3975,20230922140000,+33175,+33209,+33154,,,,
-33173,4384,20230922133000,+33207,+33212,+33130,,,,
-33194,4943,20230922130000,+33190,+33259,+33166,,,,
-33175,3288,20230922123000,+33173,+33213,+33156,,,,
-33184,3811,20230922120000,+33139,+33203,+33099,,,,
-33145,3756,20230922113000,+33150,+33177,+33107,,,,
-33161,4303,20230922110000,+33155,+33198,+33132,,,,
-33155,6190,20230922103000,+33055,+33171,+33035,,,,
-33055,6646,20230922100000,+33035,+33060,+32960,,,,
-33035,10232,20230922093000,+32954,+33046,+32911,,,,
-32954,19021,20230922090000,+32990,+33085,+32919,,,,
-33304,6630,20230921153000,+33341,+33341,+33303,,,,
-33341,6181,20230921150000,+33340,+33346,+33301,,,,
-33342,7124,20230921143000,+33351,+33372,+33321,,,,
-33346,5687,20230921140000,+33340,+33380,+33329,,,,
-33343,5098,20230921133000,+33364,+33395,+33338,,,,
-33364,6116,20230921130000,+33357,+33387,+33308,,,,
-33358,4748,20230921123000,+33397,+33410,+33352,,,,
-33397,4838,20230921120000,+33424,+33438,+33379,,,,
-33420,4865,20230921113000,+33476,+33479,+33400,,,,
-33476,4421,20230921110000,+33505,+33513,+33452,,,,
-33502,5984,20230921103000,+33475,+33549,+33457,,,,
-33486,7113,20230921100000,+33530,+33562,+33468,,,,
-33528,10761,20230921093000,+33683,+33683,+33485,,,,
-33681,16763,20230921090000,+33673,+33754,+33635,,,,
-33875,6882,20230920153000,+33885,+33891,+33873,,,,
+33885,5879,20230920150000,-33809,+33901,-33807,,,,
-33821,7008,20230920143000,+33768,+33864,+33765,,,,
-33783,5667,20230920140000,+33784,+33804,+33757,,,,
-33797,5365,20230920133000,+33809,+33822,+33772,,,,
-33822,4478,20230920130000,+33818,+33849,+33803,,,,
-33818,4740,20230920123000,+33860,+33886,+33800,,,,
-33861,3753,20230920120000,-33833,+33887,-33823,,,,
-33820,3939,20230920113000,+33833,+33867,+33812,,,,
-33830,6289,20230920110000,+33829,+33856,+33795,,,,
-33829,8188,20230920103000,+33877,+33901,+33823,,,,
-33875,10781,20230920100000,+33900,+33926,-33845,,,,
+33903,10849,20230920093000,+33920,+33987,+33887,,,,
+33920,20528,20230920090000,-33854,+33967,-33840,,,,
-33882,6204,20230919153000,+33876,+33884,+33859,,,,
-33876,5023,20230919150000,+33862,+33888,+33848,,,,
-33875,6274,20230919143000,+33862,+33885,+33821,,,,
-33848,5515,20230919140000,+33898,+33911,+33826,,,,
-33898,5927,20230919133000,+33919,+33922,+33872,,,,
-33920,5096,20230919130000,+33922,+33947,+33897,,,,
-33936,5291,20230919123000,+33952,+33984,+33913,,,,
-33951,3306,20230919120000,+33950,+33980,+33932,,,,
-33949,4962,20230919113000,+33976,+33993,+33895,,,,
-33991,6513,20230919110000,+34016,+34045,+33968,,,,
-34030,6767,20230919103000,33993,+34049,-33976,,,,
-33991,6538,20230919100000,+34038,+34060,+33983,,,,
-34044,9327,20230919093000,+34151,+34207,+34023,,,,
+34167,19308,20230919090000,+34150,+34218,+34074,,,,
-34067,8992,20230918153000,+34093,+34093,+34051,,,,
-34093,5518,20230918150000,+34091,+34138,+34069,,,,
-34107,5911,20230918143000,+34088,+34130,+34082,,,,
-34091,5214,20230918140000,+34121,+34159,+34077,,,,
-34142,4719,20230918133000,+34149,+34173,+34107,,,,
-34160,4478,20230918130000,+34142,+34179,+34125,,,,
-34142,3895,20230918123000,+34132,+34177,+34125,,,,
-34143,4602,20230918120000,+34157,+34168,+34103,,,,
-34156,4544,20230918113000,+34194,+34210,+34136,,,,
-34208,5229,20230918110000,+34218,+34251,+34182,,,,
-34216,7219,20230918103000,+34257,+34258,+34186,,,,
-34257,7913,20230918100000,+34250,+34312,+34226,,,,
-34255,10273,20230918093000,+34276,+34325,+34233,,,,
-34276,22005,20230918090000,+34298,+34439,+34246,,,,
+34498,29091,20230915153000,+34498,+34525,+34498,,,,
+34498,8074,20230915150000,+34539,+34557,+34475,,,,
+34539,8523,20230915143000,+34522,+34561,+34513,,,,
+34524,8543,20230915140000,+34562,+34588,+34493,,,,
+34561,8086,20230915133000,+34555,+34629,+34542,,,,
+34571,6736,20230915130000,+34555,+34576,+34517,,,,
+34555,5307,20230915123000,+34533,+34569,+34496,,,,
+34533,5882,20230915120000,+34515,+34583,+34495,,,,
+34499,6358,20230915113000,+34542,+34547,+34488,,,,
+34542,10830,20230915110000,+34465,+34551,+34425,,,,
+34453,12223,20230915103000,+34404,+34467,+34330,,,,
+34401,11720,20230915100000,+34350,+34443,+34324,,,,
+34335,15602,20230915093000,+34205,+34375,+34202,,,,
+34211,22785,20230915090000,+34156,+34254,-34102,,,,
+34119,30175,20230914153000,+34013,+34119,+34013,,,,
+34013,6867,20230914150000,+34002,+34029,+33961,,,,
+34002,8979,20230914143000,+33979,+34028,+33958,,,,
+33997,6127,20230914140000,+33968,+34001,+33933,,,,
+33957,5836,20230914133000,+34003,+34015,+33928,,,,
+34003,6252,20230914130000,+33888,+34011,+33884,,,,
+33891,4982,20230914123000,+33908,+33965,+33874,,,,
+33906,4229,20230914120000,+33843,+33926,+33841,,,,
+33837,4156,20230914113000,+33862,+33895,+33828,,,,
+33867,5173,20230914110000,+33881,+33892,+33817,,,,
+33888,8099,20230914103000,+33826,+33933,+33826,,,,
+33843,7145,20230914100000,+33781,+33854,+33759,,,,
+33768,7286,20230914093000,+33754,+33793,+33720,,,,
+33752,16071,20230914090000,+33734,+33796,+33664,,,,
+33599,7337,20230913153000,+33592,+33599,+33579,,,,
+33592,7032,20230913150000,+33619,+33638,+33561,,,,
+33616,7836,20230913143000,+33603,+33625,-33549,,,,
+33602,5779,20230913140000,+33648,+33657,+33581,,,,
+33644,5373,20230913133000,-33550,+33649,-33529,,,,
-33552,4909,20230913130000,-33532,+33597,-33483,,,,
-33531,4679,20230913123000,+33560,+33567,-33494,,,,
+33561,3839,20230913120000,+33558,+33582,-33522,,,,
-33543,4156,20230913113000,-33523,+33576,-33494,,,,
-33522,7772,20230913110000,+33570,+33623,-33467,,,,
+33565,8629,20230913103000,+33659,+33663,-33521,,,,
+33659,9645,20230913100000,+33692,+33720,+33625,,,,
+33710,10124,20230913093000,+33725,+33760,+33664,,,,
+33707,19669,20230913090000,+33583,+33761,+33583,,,,
-33554,5992,20230912153000,+33584,+33584,+33554,,,,
-33584,6007,20230912150000,+33598,+33599,+33528,,,,
-33590,5646,20230912143000,+33665,+33670,+33572,,,,
-33663,5448,20230912140000,+33598,+33672,+33586,,,,
-33601,5590,20230912133000,+33611,+33647,+33573,,,,
-33612,4989,20230912130000,+33641,+33653,+33595,,,,
-33636,4242,20230912123000,+33606,+33657,+33582,,,,
-33588,4788,20230912120000,+33644,+33649,+33585,,,,
-33645,4145,20230912113000,+33619,+33669,+33586,,,,
-33617,5913,20230912110000,+33598,+33665,+33570,,,,
-33597,6623,20230912103000,+33643,+33647,+33555,,,,
-33627,7341,20230912100000,+33694,+33708,+33594,,,,
-33680,9823,20230912093000,+33751,+33769,+33666,,,,
-33751,18129,20230912090000,+33851,+33881,-33716,,,,
+33758,7168,20230911153000,+33746,+33758,+33746,,,,
+33746,6668,20230911150000,+33739,+33760,+33682,,,,
+33756,8068,20230911143000,+33698,+33762,+33698,,,,
